"NID","CaseID","CaseDT","EventName","DisasterMainType","DisasterSubType","Coordinate","WGS84_lon","WGS84_lat","CityName","TownName","Address","CaseDescription","DeathNo","MissingNo","InjuredNo","TrappedNo","ShelterNo","CaseStatus","GeometryType","SourceType","CaseInformer","Is_Traffic","Is_Serious","nTWD97_X","nTWD97_Y","WriteDateTime"
186713,"122017060000528","2017-06-21T11:04:12","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.515815,23.761987",120.515815,23.761987,"雲林縣","莿桐鄉  ","雲林縣莿桐鄉雲52","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",200647.67,2628748.3,"2017-06-21T11:27:00"
187132,"122017060000636","2017-06-21T11:04:10","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.597533,24.080717",120.597533,24.080717,"彰化縣","彰化市  ","彰化縣彰化市彰南路三段234巷","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",209077.72,2664020.99,"2017-06-21T11:57:00"
187573,"112017060001908","2017-06-21T11:04:09","106年6月EMIC操作演練中央專案","建物毀損","圍牆（籬）倒塌","121.5332,25.01056",121.5332,25.01056,"臺北市","中正區  ","寶藏巖","民房圍籬倒塌",0,0,1,0,0,"已處理","點","自建系統","","是","否",303817.11,2767053.08,"2017-06-21T14:27:00"
187574,"112017060001909","2017-06-21T11:04:09","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","121.518,25.0328",121.518,25.0328,"臺北市","中正區  ","台北市羅斯福南海路口","路面下陷約50公分，範圍約100平方公尺",0,0,0,0,0,"處理中","點","自建系統","","是","否",302273.49,2769510.55,"2017-06-21T14:27:00"
186714,"122017060000540","2017-06-21T11:04:00","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","120.594153,22.470010",120.594153,22.47001,"屏東縣","新埤鄉  ","屏東縣新埤鄉餉潭村","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",208234.8,2485654.26,"2017-06-21T11:27:00"
186715,"122017060000530","2017-06-21T11:03:54","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","121.538162,25.039680",121.538162,25.03968,"臺北市","大安區  ","臺北市大安區3.0公里建國高架道路","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",304305.13,2770280.55,"2017-06-21T11:27:00"
187133,"122017060000651","2017-06-21T11:03:52","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.129408,23.135467",120.129408,23.135467,"臺南市","七股區  ","臺南市七股區玉成村","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",160840.55,2559550.07,"2017-06-21T11:57:00"
187134,"122017060000606","2017-06-21T11:03:51","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.485618,24.145462",120.485618,24.145462,"彰化縣","伸港鄉  ","彰化縣伸港鄉新興路","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",197724.47,2671228.77,"2017-06-21T11:57:00"
186717,"122017060000537","2017-06-21T11:03:51","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.616142,24.146215",120.616142,24.146215,"臺中市","南屯區  ","臺中市南屯區向上路四段","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",210989.73,2671269.63,"2017-06-21T11:27:00"
186716,"122017060000538","2017-06-21T11:03:51","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.616142,24.146215",120.616142,24.146215,"臺中市","南屯區  ","臺中市南屯區向上路四段","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",210989.73,2671269.63,"2017-06-21T11:27:00"
186718,"122017060000582","2017-06-21T11:03:44","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.626800,24.011753",120.6268,24.011753,"彰化縣","芬園鄉  ","彰化縣芬園鄉進芬村","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",212033.3,2656375.05,"2017-06-21T11:27:00"
186719,"122017060000521","2017-06-21T11:03:43","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.778778,23.884435",120.778778,23.884435,"南投縣","中寮鄉  ","南投縣中寮鄉新城巷","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",227472.43,2642242.34,"2017-06-21T11:27:00"
186720,"122017060000544","2017-06-21T11:03:39","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.479827,22.553703",120.479827,22.553703,"屏東縣","新園鄉  ","屏東縣新園鄉瓦","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",196501.66,2494957.88,"2017-06-21T11:27:00"
186722,"122017060000547","2017-06-21T11:03:27","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.454277,23.838478",120.454277,23.838478,"彰化縣","竹塘鄉  ","彰化縣竹塘鄉彰176光明路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",194407.62,2637242.22,"2017-06-21T11:27:00"
186721,"122017060000526","2017-06-21T11:03:27","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.479827,22.553703",120.479827,22.553703,"屏東縣","新園鄉  ","屏東縣新園鄉瓦","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",196501.66,2494957.88,"2017-06-21T11:27:00"
186724,"122017060000509","2017-06-21T11:03:21","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","119.601753,23.629108",119.601753,23.629108,"澎湖縣","白沙鄉  ","澎湖縣白沙鄉縣203","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",107325.7,2614646.76,"2017-06-21T11:27:00"
186723,"122017060000515","2017-06-21T11:03:21","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","119.601753,23.629108",119.601753,23.629108,"澎湖縣","白沙鄉  ","澎湖縣白沙鄉縣203","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",107325.7,2614646.76,"2017-06-21T11:27:00"
187508,"122017060000984","2017-06-21T11:03:21","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","119.601753,23.629108",119.601753,23.629108,"澎湖縣","白沙鄉  ","澎湖縣白沙鄉縣203","道路落石 ==================== 道路落石 ",0,0,0,0,0,"未指派","點","企業通報-TCAT","TCAT","是","否",107325.7,2614646.76,"2017-06-21T12:57:00"
186725,"122017060000522","2017-06-21T11:03:18","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.308570,23.692718",120.30857,23.692718,"雲林縣","褒忠鄉  ","雲林縣褒忠鄉中民村","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",179485.61,2621164.18,"2017-06-21T11:27:00"
187135,"122017060000604","2017-06-21T11:03:15","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.126265,23.269778",120.126265,23.269778,"臺南市","北門區  ","臺南市北門區臺17線道路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",160608.02,2574426.23,"2017-06-21T11:57:00"
187136,"122017060000643","2017-06-21T11:03:14","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.549118,24.073162",120.549118,24.073162,"彰化縣","彰化市  ","彰化縣彰化市南郭路一段","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",204152.2,2663199.23,"2017-06-21T11:57:00"
186726,"122017060000518","2017-06-21T11:03:14","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.308783,25.011290",121.308783,25.01129,"桃園市","桃園區  ","桃園縣桃園市桃16慈文路","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",281165.8,2767063.57,"2017-06-21T11:27:00"
186727,"122017060000513","2017-06-21T11:03:02","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.991355,24.778758",120.991355,24.778758,"新竹縣","寶山鄉  ","新竹縣寶山鄉研新二路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",249125.82,2741272.79,"2017-06-21T11:27:00"
186728,"122017060000507","2017-06-21T11:03:02","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.520195,25.049002",121.520195,25.049002,"臺北市","中山區  ","臺北市中山區華陰街","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",302488.1,2771306.02,"2017-06-21T11:27:00"
187415,"112017060001894","2017-06-21T11:03:00","106年6月EMIC操作演練中央專案","其他災情","其他","121.50075,24.99863",121.50075,24.99863,"新北市","中和區  ","中和區景平里景平路634-2號","接獲民眾通報，新北市中和區漳和里景平路與連勝街口一棵約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸現場無人傷亡。",0,0,0,0,0,"處理中","點","自建系統","","否","否",300546.68,2765719.17,"2017-06-21T12:27:00"
186729,"122017060000525","2017-06-21T11:02:59","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","120.991372,24.778778",120.991372,24.778778,"新竹縣","寶山鄉  ","新竹縣寶山鄉研新二路","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",249127.54,2741275.01,"2017-06-21T11:27:00"
186730,"122017060000520","2017-06-21T11:02:57","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.991387,24.778800",120.991387,24.7788,"新竹縣","寶山鄉  ","新竹縣寶山鄉研新二路","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",249129.05,2741277.44,"2017-06-21T11:27:00"
186731,"122017060000523","2017-06-21T11:02:55","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.991402,24.778827",120.991402,24.778827,"新竹縣","寶山鄉  ","新竹縣寶山鄉研新二路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",249130.57,2741280.43,"2017-06-21T11:27:00"
186733,"122017060000534","2017-06-21T11:02:55","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.495628,23.849188",121.495628,23.849188,"花蓮縣","壽豐鄉  ","花蓮縣壽豐鄉臺9花東縱谷公路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",300485,2638409.58,"2017-06-21T11:27:00"
186732,"122017060000542","2017-06-21T11:02:55","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","121.495628,23.849188",121.495628,23.849188,"花蓮縣","壽豐鄉  ","花蓮縣壽豐鄉臺9花東縱谷公路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",300485,2638409.58,"2017-06-21T11:27:00"
187137,"122017060000653","2017-06-21T11:02:55","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.181732,22.991987",120.181732,22.991987,"臺南市","安平區  ","臺南市安平區永華三街","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",166110.53,2543629.82,"2017-06-21T11:57:00"
186735,"122017060000511","2017-06-21T11:02:54","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.310348,22.658910",120.310348,22.65891,"高雄市","左營區  ","高雄市左營區光興街/自由二路6巷","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",179124.6,2506678.37,"2017-06-21T11:27:00"
186734,"122017060000519","2017-06-21T11:02:54","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.991423,24.778843",120.991423,24.778843,"新竹縣","寶山鄉  ","新竹縣寶山鄉研新二路","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",249132.69,2741282.2,"2017-06-21T11:27:00"
186736,"122017060000508","2017-06-21T11:02:48","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.991455,24.778908",120.991455,24.778908,"新竹縣","寶山鄉  ","新竹縣寶山鄉研新二路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",249135.93,2741289.4,"2017-06-21T11:27:00"
186738,"122017060000504","2017-06-21T11:02:47","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.369705,25.051765",121.369705,25.051765,"桃園市","龜山區  ","桃園縣龜山鄉文化三路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",287302.54,2771562.13,"2017-06-21T11:27:00"
186737,"122017060000516","2017-06-21T11:02:47","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.369705,25.051765",121.369705,25.051765,"桃園市","龜山區  ","桃園縣龜山鄉文化三路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",287302.54,2771562.13,"2017-06-21T11:27:00"
187639,"122017060001133","2017-06-21T11:02:47","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.369705,25.051765",121.369705,25.051765,"桃園市","龜山區  ","桃園縣龜山鄉文化三路","路樹倒塌 ==================== 路樹倒塌 ",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",287302.54,2771562.13,"2017-06-21T15:57:00"
187138,"122017060000650","2017-06-21T11:02:46","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.170730,23.000030",120.17073,23.00003,"臺南市","安平區  ","臺南市安平區平安里","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",164987.58,2544526.84,"2017-06-21T11:57:00"
187139,"122017060000659","2017-06-21T11:02:42","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.559052,23.949218",120.559052,23.949218,"彰化縣","埔心鄉  ","彰化縣埔心鄉瓦中村","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",205119.36,2649469.29,"2017-06-21T11:57:00"
187140,"122017060000668","2017-06-21T11:02:26","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.709303,24.106963",120.709303,24.106963,"臺中市","大里區  ","臺中市大里區新仁里","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",220448.43,2666899.67,"2017-06-21T11:57:00"
186739,"122017060000510","2017-06-21T11:02:22","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.561157,24.955545",121.561157,24.955545,"新北市","新店區  ","新北市新店區員潭里","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",306664.14,2760970.74,"2017-06-21T11:27:00"
186740,"122017060000496","2017-06-21T11:02:18","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.740798,24.569465",120.740798,24.569465,"苗栗縣","後龍鎮  ","苗栗縣後龍鎮臺1線道路","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",223745.66,2718116.8,"2017-06-21T11:27:00"
186741,"122017060000549","2017-06-21T11:02:18","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.740798,24.569465",120.740798,24.569465,"苗栗縣","後龍鎮  ","苗栗縣後龍鎮臺1線道路","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",223745.66,2718116.8,"2017-06-21T11:27:00"
187141,"122017060000709","2017-06-21T11:02:18","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.740798,24.569465",120.740798,24.569465,"苗栗縣","後龍鎮  ","苗栗縣後龍鎮臺1線道路","路基流失 ==================== 路基流失 ",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",223745.66,2718116.8,"2017-06-21T11:57:00"
187538,"122017060001072","2017-06-21T11:02:16","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.691697,24.171238",120.691697,24.171238,"臺中市","北屯區  ","臺中市北屯區文心路四段","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",218674.3,2674021.97,"2017-06-21T13:28:00"
187416,"122017060000753","2017-06-21T11:02:15","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.686500,24.075910",120.6865,24.07591,"臺中市","大里區  ","臺中市大里區西湖路187巷","路樹倒塌 ==================== 道路落石 ",0,0,0,0,0,"處理中","點","企業通報-TCAT","TCAT","否","否",218122.64,2663465.56,"2017-06-21T12:27:00"
186742,"122017060000505","2017-06-21T11:02:15","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.686500,24.075910",120.6865,24.07591,"臺中市","大里區  ","臺中市大里區西湖路187巷","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",218122.64,2663465.56,"2017-06-21T11:27:00"
186743,"122017060000527","2017-06-21T11:02:12","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.436538,23.989313",120.436538,23.989313,"彰化縣","二林鎮  ","彰化縣二林鎮西庄里","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",192667.12,2653954.19,"2017-06-21T11:27:00"
186745,"122017060000490","2017-06-21T11:02:10","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.320915,22.688642",120.320915,22.688642,"高雄市","左營區  ","高雄市左營區臺1民族一路","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",180225.65,2509965.71,"2017-06-21T11:27:00"
186744,"122017060000491","2017-06-21T11:02:10","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.636588,24.108502",120.636588,24.108502,"臺中市","烏日區  ","臺中市烏日區長春街337巷","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",213056.78,2667087.35,"2017-06-21T11:27:00"
187417,"122017060000734","2017-06-21T11:02:10","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","120.636588,24.108502",120.636588,24.108502,"臺中市","烏日區  ","臺中市烏日區長春街337巷","路基流失 ==================== 道路積淹水 ",0,0,0,0,0,"處理中","點","企業通報-TCAT","TCAT","是","否",213056.78,2667087.35,"2017-06-21T12:27:00"
186746,"042017060002447","2017-06-21T11:02:09","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.23009990995,23.5686125353227",120.2301,23.568613,"雲林縣","水林鄉  ","雲林縣水林鄉","雲林縣水林鄉萬興排水橋水位因一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"待處理","點","災情查報WEB","","是","否",171408.61,2607460.67,"2017-06-21T11:27:00"
187142,"122017060000624","2017-06-21T11:02:02","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.588157,23.899258",120.588157,23.899258,"彰化縣","社頭鄉  ","彰化縣社頭鄉彰154清水岩路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",208065.64,2643927.37,"2017-06-21T11:57:00"
186747,"122017060000499","2017-06-21T11:02:02","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.544822,25.041323",121.544822,25.041323,"臺北市","大安區  ","臺北市大安區臺5忠孝東路四段","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",304976.46,2770465.23,"2017-06-21T11:27:00"
186748,"122017060000494","2017-06-21T11:02:01","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","121.568550,25.041410",121.56855,25.04141,"臺北市","信義區  ","臺北市信義區臺5忠孝東路五段","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",307370.79,2770484.71,"2017-06-21T11:27:00"
186749,"122017060000486","2017-06-21T11:01:57","106年6月EMIC操作演練中央專案","道路、隧道災情","路基流失","121.131262,22.765977",121.131262,22.765977,"臺東縣","臺東市  ","臺東縣臺東市臺9中興路二段","路基流失",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",263479.06,2518375.43,"2017-06-21T11:27:00"
186751,"122017060000497","2017-06-21T11:01:56","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.736732,22.011762",120.736732,22.011762,"屏東縣","恆春鎮  ","屏東縣恆春鎮屏157草埔路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",222819.27,2434882.78,"2017-06-21T11:27:00"
186750,"122017060000501","2017-06-21T11:01:56","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.923095,24.710907",120.923095,24.710907,"苗栗縣","竹南鎮  ","苗栗縣竹南鎮臺1中華路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",242219.14,2733759.9,"2017-06-21T11:27:00"
187143,"122017060000640","2017-06-21T11:01:56","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.329002,22.966673",120.329002,22.966673,"臺南市","關廟區  ","臺南市關廟區忠孝街","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",181196.49,2540749.94,"2017-06-21T11:57:00"
186752,"122017060000487","2017-06-21T11:01:55","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","119.600747,23.558353",119.600747,23.558353,"澎湖縣","馬公市  ","澎湖縣馬公市縣204","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",107146.41,2606810.67,"2017-06-21T11:27:00"
186753,"122017060000485","2017-06-21T11:01:55","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","119.600747,23.558353",119.600747,23.558353,"澎湖縣","馬公市  ","澎湖縣馬公市縣204","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",107146.41,2606810.67,"2017-06-21T11:27:00"
187509,"122017060000991","2017-06-21T11:01:55","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","119.600747,23.558353",119.600747,23.558353,"澎湖縣","馬公市  ","澎湖縣馬公市縣204","廣告招牌掉落 ==================== 廣告招牌掉落 ",0,0,0,0,0,"未指派","點","企業通報-TCAT","TCAT","否","否",107146.41,2606810.67,"2017-06-21T12:57:00"
186754,"122017060000493","2017-06-21T11:01:48","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.924285,23.561623",120.924285,23.561623,"南投縣","信義鄉  ","南投縣信義鄉投60開高巷","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",242270.76,2606477.55,"2017-06-21T11:27:00"
186755,"042017060002446","2017-06-21T11:01:41","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","路線中斷","120.847552428913,24.3981769454307",120.847552,24.398177,"苗栗縣","大湖鄉  ","苗栗縣大湖鄉","臺鐵00站部份路段因大雨造成水淹過軌道，導致00地區列車全面停駛。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",234537.83,2699129.74,"2017-06-21T11:27:00"
186756,"122017060000498","2017-06-21T11:01:37","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.491547,24.994335",121.491547,24.994335,"新北市","中和區  ","新北市中和區臺6425.5公里八里－新店快速公路","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",299619.42,2765240.03,"2017-06-21T11:27:00"
186757,"122017060000480","2017-06-21T11:01:27","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.509910,25.043475",121.50991,25.043475,"臺北市","中正區  ","臺北市中正區延平南路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",301452.63,2770689.87,"2017-06-21T11:27:00"
186758,"122017060000492","2017-06-21T11:01:22","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.987397,24.892887",120.987397,24.892887,"新竹縣","新豐鄉  ","新竹縣新豐鄉竹3建興路二段","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",248726.75,2753913.68,"2017-06-21T11:27:00"
186759,"122017060000479","2017-06-21T11:01:20","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.141287,22.941998",121.141287,22.941998,"臺東縣","鹿野鄉  ","臺東縣鹿野鄉瑞源村","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",264489.84,2537867.38,"2017-06-21T11:27:00"
186761,"122017060000478","2017-06-21T11:01:15","106年6月EMIC操作演練中央專案","橋梁災情","橋梁斷裂","120.887138,24.682612",120.887138,24.682612,"苗栗縣","頭份市  ","苗栗縣頭份鎮臺1自強路","橋梁斷裂",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",238578.61,2730628.54,"2017-06-21T11:27:00"
186760,"122017060000482","2017-06-21T11:01:15","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.348655,23.616910",120.348655,23.61691,"雲林縣","元長鄉  ","雲林縣元長鄉雲168內寮路","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",183535.45,2612749.41,"2017-06-21T11:27:00"
186764,"122017060000484","2017-06-21T11:01:14","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.979758,24.174377",120.979758,24.174377,"臺中市","和平區  ","臺中市和平區博愛村","路樹倒塌",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",247943.33,2674335.25,"2017-06-21T11:27:00"
186763,"122017060000512","2017-06-21T11:01:14","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.488372,23.887968",120.488372,23.887968,"彰化縣","埤頭鄉  ","彰化縣埤頭鄉縣150斗苑東路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",197900.72,2642710.19,"2017-06-21T11:27:00"
186762,"122017060000514","2017-06-21T11:01:14","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.488372,23.887968",120.488372,23.887968,"彰化縣","埤頭鄉  ","彰化縣埤頭鄉縣150斗苑東路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",197900.72,2642710.19,"2017-06-21T11:27:00"
186765,"122017060000506","2017-06-21T11:01:10","106年6月EMIC操作演練中央專案","道路、隧道災情","道路落石","120.686278,24.076373",120.686278,24.076373,"臺中市","大里區  ","臺中市大里區西湖路187巷","道路落石",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","是","否",218100.18,2663516.89,"2017-06-21T11:27:00"
186766,"042017060002432","2017-06-21T11:01:01","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.676714,24.141519",120.676714,24.141519,"臺中市","中區   ","臺中市中區柳川東路與台灣大道路口","臺中市中區中正柳橋水位因達ㄧ級警戒水位，目前已進行封橋作業，暫時停止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",217144.32,2670734,"2017-06-21T11:27:00"
186767,"122017060000483","2017-06-21T11:00:48","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.533393,22.553558",120.533393,22.553558,"屏東縣","潮州鎮  ","屏東縣潮州鎮公園路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",202010.82,2494923.63,"2017-06-21T11:27:00"
186768,"122017060000574","2017-06-21T11:00:48","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","120.533393,22.553558",120.533393,22.553558,"屏東縣","潮州鎮  ","屏東縣潮州鎮公園路","廣告招牌掉落",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",202010.82,2494923.63,"2017-06-21T11:27:00"
